compound,"amine, primary","amine, secondary","amine, tertiary",alkane CH,alkene CH,aromatic CH,carbonyl,hydroxyl (alkyl),carboxylic acid,"ester, all",ether,peroxide,nitro,aromatic hydroxyl,hydroperoxide,amide,nitrate,organosulfate,carbonylperoxynitrate,ketone,aldehyde,"amide, primary","amide, secondary","amide, tertiary",carbonylperoxyacid,peroxy nitrate,carbon number,"ether, aromatic",ether (alicyclic),"amine, aromatic",nitroester,C=C-C=O in non-aromatic ring,C=C (non-aromatic),nC-OHside-a
C4H5NO7,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0
C6H10O4,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0
C2H4O2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
C10H16O3,0,0,0,12,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,1,0
C6H10O4,0,0,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H10O3,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
C5H10O3,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
C5H10O3,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
C10H18O3,0,0,0,15,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0
C5H10O4,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C7H12O3,0,0,0,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C5H8O3,0,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C5H7NO7,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C4H6O2,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
C6H6O4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H10O3,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C6H10O5,0,0,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C6H8O4,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H11NO4,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C5H8N2O8,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C4H8O3,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
C6H12O3,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H9NO4,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
C4H3NO7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
C9H11NO3,0,0,0,7,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C5H8O5,0,0,0,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C10H15NO6,0,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0
C9H12O4,0,0,0,11,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C6H8O4,0,0,0,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C6H12O3,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C8H9NO4,0,0,0,6,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C8H11NO8,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
C7H6O2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C11H22O4,0,0,0,20,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0
C6H12,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
C5H5NO8,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C6H11NO5,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C4H8O2,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
C9H11NO7,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,1,0,0,0,1,0
C2H4O3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
C6H6O4,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,2,1,0
C5H10N2O8,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C6H12O3,0,0,0,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H12O3,0,0,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C9H12O2,0,0,0,7,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C8H9N3O12,0,0,0,6,1,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
C9H12O4,0,0,0,10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,1,0
C7H16O2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C9H14O3,0,0,0,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C5H7NO4,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0
C4H7NO5,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
C5H10O2,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C14H23NO4,0,0,0,21,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0
C9H12O2,0,0,0,9,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C10H17NO4,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
C5H4O4,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0
C9H12O2,0,0,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C5H8O3,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C9H12O4,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,9,0,0,0,0,0,0,0
C8H10O,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C9H13NO7,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C3H6O,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
C8H12O5,0,0,0,9,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0
C8H11NO6,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0
C15H24O4,0,0,0,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,0,0,0,0,1,0
C2H4Cl2O,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
C9H12O4,0,0,0,8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,1,0
C8H10O3,0,0,0,6,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C12H19NO5,0,0,0,15,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0
C3H8O3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
C4H8O4,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
C8H18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C5H6O4,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C9H16O4,0,0,0,14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C8H8O,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0
C3H8O2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
C5H8O5,0,0,0,5,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C9H12O,0,0,0,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C8H10O,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C8H10O,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C6H12O3,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H10O3,0,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
C6H8O2,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0
C2HCl3O2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
C6H10O6,0,0,0,7,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H8O3,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C9H16O4,0,0,0,14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C9H16O3,0,0,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C3H6O4,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
C9H11NO7,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,1,0,0,0,1,0
C5H6O5,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,0,0,0,0,0,0,0
C5H12O3,0,0,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C5H7NO7,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C5H9NO5,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C4H9NO5,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
C9H12N2O10,0,0,0,9,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0
C8H11NO6,0,0,0,8,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
C6H8O5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0
C4H10O3,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
C5H10O3,0,0,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C7H12O4,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0
C9H16O4,0,0,0,14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C6H6O5,0,0,0,2,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,2,1,0
C8H10O2,0,0,0,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C5H10O2,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
C6H6O5,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,0,0,0,0,0,1,0
C2H3NO5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
C7H14O3,0,0,0,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C8H9NO4,0,0,0,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C11H16O5,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,0,1,0,0,0,1,0
C8H10O5,0,0,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,1,0,0,0,0,0
C5H10O3,0,0,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C14H22O4,0,0,0,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0
C2H3Cl3O,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
C6H14O2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C7H9NO7,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0
C4H7NO7,0,0,0,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
C8H16O3,0,0,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C6H14O2,0,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H8O4,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C3H6O2,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
C5H10O3,0,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C4H8O4,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
C7H9NO6,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C8H18O2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C6H12O4,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C10H18O2,0,0,0,14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0
C8H10O3,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,1,0,0,0,1,0
C9H12O4,0,0,0,9,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,1,0
C5H8O2,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
C5H12O2,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C4H10O,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
C5H8N2O8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C9H14O2,0,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C4H10O3,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
C8H14O4,0,0,0,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C6H13NO5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H8O3,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
C2H4Cl2O2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
C7H10O3,0,0,0,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0
C4H6O4,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0
C6H8O4,0,0,0,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C12H26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
C6H13NO3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C6H14O3,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C12H26O2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
C2H4O4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
C9H11NO8,0,0,0,9,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,9,0,0,0,0,0,1,0
C3H7NO5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
C7H8O5,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,1,0,0,0,1,0
C6H10O5,0,0,0,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C8H10O4,0,0,0,7,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,2,1,0
C9H12O6,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,9,0,0,0,0,0,0,0
C8H14O3,0,0,0,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C6H12O4,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0
C5H9NO5,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C8H8O,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C7H10O5,0,0,0,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C7H11NO6,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C10H18O2,0,0,0,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0
C9H14O5,0,0,0,10,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0
C5H8O3,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0
C6H10O3,0,0,0,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C9H12O,0,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
C6H10O5,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0
C7H14O3,0,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C8H11NO7,0,0,0,8,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
C5H8O4,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0
C6H11NO4,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H6O2,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0
C6H14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C8H10O,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C8H10O,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C15H26O6,0,0,0,24,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0
C4H8O5,0,0,0,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
C8H9NO3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C8H9NO3,0,0,0,6,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
C6H13NO3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C15H24O3,0,0,0,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,0
C6H10O3,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0
C5H8O3,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0
C7H10O3,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0
