"compound","SMILES"
"C4H4N2O11","C(=O)(O)C1(ON(=O)(=O))OC1(ON(=O)(=O))C(OO)"
"C4H3NO11","C(=O)(O)C1(ON(=O)(=O))OC1(OO)C(=O)(OO)"
"C4H2N2O13","C(=O)(O)C1(ON(=O)(=O))OC1(OO)C(=O)(OON(=O)(=O))"
"C6H6N2O12","C(=O)(O)C1(ON(=O)(=O))OC1(OO)C(C(ON(=O)(=O)))C(=O)"
"C6H7NO10","C(=O)(O)C1(ON(=O)(=O))OC1(OO)C(O)(C)C(=O)"
"C6H6N2O14","C(=O)(O)C1(ON(=O)(=O))OC1(OO)C(O)(C)C(=O)(OON(=O)(=O))"
"C4H3NO8","C(=O)(O)C1(ON(=O)(=O))OC1C(=O)(O)"
"C5H3NO8","C(=O)(O)C1(ON(=O)(=O))OC1C(=O)C(=O)"
"C6H5NO9","C(=O)(O)C1(ON(=O)(=O))OC1C(=O)CC(=O)(O)"
"C6H5NO10","C(=O)(O)C1(ON(=O)(=O))OC1C(=O)CC(=O)(OO)"
"C6H5NO10","C(=O)(O)C1(ON(=O)(=O))OC1C(C(=O)(OO))C(=O)"
"C7H7NO10","C(=O)(O)C1(ON(=O)(=O))OC1C(C(O))=CC(=O)(OO)"
"C6H7NO8","C(=O)(O)C1(ON(=O)(=O))OC1C(C(O))C(=O)"
"C6H6N2O12","C(=O)(O)C1(ON(=O)(=O))OC1C(C(O))C(=O)(OON(=O)(=O))"
"C7H7NO10","C(=O)(O)C1(ON(=O)(=O))OC1C(C(O))C(=O)C(=O)(O)"
"C6H7NO9","C(=O)(O)C1(ON(=O)(=O))OC1C(C(OO))C(=O)"
"C6H7NO7","C(=O)(O)C1(ON(=O)(=O))OC1C(C)C(=O)"
"C7H6N2O14","C(=O)(O)C1(ON(=O)(=O))OC1C(O)(C(=O)(OON(=O)(=O)))C(O)C(=O)"
"C6H6N2O14","C(=O)(O)C1(ON(=O)(=O))OC1C(O)(C(OO))C(=O)(OON(=O)(=O))"
"C5H5NO10","C(=O)(O)C1(ON(=O)(=O))OC1C(O)C(=O)(OO)"
"C7H8N2O14","C(=O)(O)C1(ON(=O)(=O))OC1C(ON(=O)(=O))(C(OO))C(O)C(=O)(O)"
"C6H6N2O12","C(=O)(O)C1(ON(=O)(=O))OC1C(ON(=O)(=O))(C)C(=O)(OO)"
"C7H8N2O11","C(=O)(O)C1(ON(=O)(=O))OC1C(ON(=O)(=O))(C)C(O)C(=O)"
"C7H8N2O11","C(=O)(O)C1(ON(=O)(=O))OC1C(ON(=O)(=O))C(O)(C)C(=O)"
"C6H6N2O13","C(=O)(O)C1(ON(=O)(=O))OC1C(OO)(C)C(=O)(OON(=O)(=O))"
"C6H5NO9","C(=O)(O)C1(ON(=O)(=O))OC1C(OO)=CC(=O)"
"C5H5NO9","C(=O)(O)C1(ON(=O)(=O))OC1C(OO)C(=O)"
"C5H5NO11","C(=O)(O)C1(ON(=O)(=O))OC1C(OO)C(=O)(OO)"
"C6H5NO9","C(=O)(O)C1(ON(=O)(=O))OC1C=CC(=O)(OO)"
"C5H5NO7","C(=O)(O)C1(ON(=O)(=O))OC1CC(=O)"
"C6H3NO10","C(=O)(O)C1(ON(=O)(=O))OOC(=O)C(=O)C(=O)C1"
"C6H7NO11","C(=O)(O)C1(ON(=O)(=O))OOC(OO)(C(=O))C1(O)C"
"C6H3NO12","C(=O)(O)C1(ON(=O)(=O))OOC(OO)(C1(=O))C(=O)C(=O)"
"C7H9NO13","C(=O)(O)C1(ON(=O)(=O))OOC(OO)(C1(O)C)C(OO)C(=O)"
"C7H11NO9","C(=O)(O)C1(OO)CC(ON(=O)(=O))C1(C)C(OO)"
"C3H2O6","C(=O)(O)C1(OO)OC1(=O)"
"C5H6O9","C(=O)(O)C1(OO)OC1(C(=O)(O))C(OO)"
"C6H6O9","C(=O)(O)C1(OO)OC1(C(=O)(OO))CC(=O)"
"C6H6O10","C(=O)(O)C1(OO)OC1(C(=O)(OO))CC(=O)(O)"
"C5H3NO11","C(=O)(O)C1(OO)OC1(C(=O)(OON(=O)(=O)))C(=O)"
"C6H5NO12","C(=O)(O)C1(OO)OC1(C(=O)(OON(=O)(=O)))C(=O)C(O)"
"C7H6N2O15","C(=O)(O)C1(OO)OC1(C(=O)(OON(=O)(=O)))C(O)C(ON(=O)(=O))C(=O)"
"C6H5NO11","C(=O)(O)C1(OO)OC1(C(=O)(OON(=O)(=O)))CC(=O)"
"C5H4O7","C(=O)(O)C1(OO)OC1(C(=O))C(=O)"
"C6H6O8","C(=O)(O)C1(OO)OC1(C(=O))CC(=O)(O)"
"C5H5NO11","C(=O)(O)C1(OO)OC1(C(O))C(=O)(OON(=O)(=O))"
"C7H8O10","C(=O)(O)C1(OO)OC1(C(O))C(O)(O)C(=O)C(=O)"
"C6H7NO10","C(=O)(O)C1(OO)OC1(C(O))C(ON(=O)(=O))C(=O)"
"C7H7NO11","C(=O)(O)C1(OO)OC1(C(O))C=CC(=O)(OON(=O)(=O))"
"C6H8O7","C(=O)(O)C1(OO)OC1(C(O))CC(=O)"
"C7H9NO12","C(=O)(O)C1(OO)OC1(C(ON(=O)(=O)))C(O)C(OO)C(=O)"
"C6H6N2O12","C(=O)(O)C1(OO)OC1(C(ON(=O)(=O)))C(ON(=O)(=O))C(=O)"
"C7H7NO9","C(=O)(O)C1(OO)OC1(C(ON(=O)(=O)))C=CC(=O)"
"C7H7NO11","C(=O)(O)C1(OO)OC1(C(ON(=O)(=O)))C=CC(=O)(OO)"
"C7H6N2O13","C(=O)(O)C1(OO)OC1(C(ON(=O)(=O)))C=CC(=O)(OON(=O)(=O))"
"C5H5NO12","C(=O)(O)C1(OO)OC1(C(OO))C(=O)(OON(=O)(=O))"
"C6H8O10","C(=O)(O)C1(OO)OC1(C(OO))C(OO)C(=O)"
"C7H8O8","C(=O)(O)C1(OO)OC1(C(OO))C=CC(=O)"
"C7H8O10","C(=O)(O)C1(OO)OC1(C(OO))C=CC(=O)(OO)"
"C6H6O7","C(=O)(O)C1(OO)OC1(C)C(=O)C(=O)"
"C7H7NO12","C(=O)(O)C1(OO)OC1(C)C(=O)C(O)C(=O)(OON(=O)(=O))"
"C7H8O7","C(=O)(O)C1(OO)OC1(C)C(=O)CC(=O)"
"C7H8O8","C(=O)(O)C1(OO)OC1(C)C(=O)CC(=O)(O)"
"C7H9NO10","C(=O)(O)C1(OO)OC1(C)C(O)C(ON(=O)(=O))C(=O)"
"C7H8N2O14","C(=O)(O)C1(OO)OC1(C)C(O)C(ON(=O)(=O))C(=O)(OON(=O)(=O))"
"C7H9NO13","C(=O)(O)C1(OO)OC1(C)C(O)C(OO)C(=O)(OON(=O)(=O))"
"C6H7NO9","C(=O)(O)C1(OO)OC1(C)C(ON(=O)(=O))C(=O)"
"C7H9NO12","C(=O)(O)C1(OO)OC1(C)C(ON(=O)(=O))C(O)C(=O)(OO)"
"C5H8O7","C(=O)(O)C1(OO)OC1(C)C(OO)"
"C7H8O8","C(=O)(O)C1(OO)OC1(C)C(OO)=CC(=O)"
"C6H8O8","C(=O)(O)C1(OO)OC1(C)C(OO)C(=O)"
"C6H7NO12","C(=O)(O)C1(OO)OC1(C)C(OO)C(=O)(OON(=O)(=O))"
"C7H10O9","C(=O)(O)C1(OO)OC1(C)C(OO)C(O)C(=O)"
"C7H8O7","C(=O)(O)C1(OO)OC1(C)C=CC(=O)(O)"
"C6H7NO10","C(=O)(O)C1(OO)OC1(C)CC(=O)(OON(=O)(=O))"
"C7H7NO9","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(=O)C(C)C(=O)"
"C6H5NO9","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(=O)CC(=O)"
"C7H6N2O12","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(C)=CC(=O)(OON(=O)(=O))"
"C6H5NO11","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(O)(O)C(=O)C(=O)"
"C5H5NO9","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(O)C(=O)"
"C5H4N2O11","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(ON(=O)(=O))C(=O)"
"C6H6N2O12","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(ON(=O)(=O))C(O)C(=O)"
"C7H9NO11","C(=O)(O)C1(OO)OC1(N(=O)(=O))C(OO)(C)C(O)C(=O)"
"C7H7NO8","C(=O)(O)C1(OO)OC1(N(=O)(=O))C=C(C)C(=O)"
"C6H5NO8","C(=O)(O)C1(OO)OC1(N(=O)(=O))C=CC(=O)"
"C6H5NO10","C(=O)(O)C1(OO)OC1(N(=O)(=O))C=CC(=O)(OO)"
"C4H3NO11","C(=O)(O)C1(OO)OC1(O)C(=O)(OON(=O)(=O))"
"C5H5NO10","C(=O)(O)C1(OO)OC1(O)C(=O)C(ON(=O)(=O))"
"C6H8O9","C(=O)(O)C1(OO)OC1(O)C(C(OO))C(=O)"
"C6H7NO13","C(=O)(O)C1(OO)OC1(O)C(O)C(O)C(=O)(OON(=O)(=O))"
"C4H5NO9","C(=O)(O)C1(OO)OC1(O)C(ON(=O)(=O))"
"C6H6O9","C(=O)(O)C1(OO)OC1(O)C(OO)=CC(=O)"
"C5H6O9","C(=O)(O)C1(OO)OC1(O)C(OO)C(=O)"
"C6H6O9","C(=O)(O)C1(OO)OC1(O)C=CC(=O)(OO)"
"C4H3NO9","C(=O)(O)C1(OO)OC1(ON(=O)(=O))C(=O)"
"C6H4N2O13","C(=O)(O)C1(OO)OC1(ON(=O)(=O))C=CC(=O)(OON(=O)(=O))"
"C5H5NO11","C(=O)(O)C1(OO)OC1(OO)C(=O)C(ON(=O)(=O))"
"C6H6O9","C(=O)(O)C1(OO)OC1(OO)C(=O)CC(=O)"
"C6H6O9","C(=O)(O)C1(OO)OC1(OO)C(C(=O))C(=O)"
"C6H8O9","C(=O)(O)C1(OO)OC1(OO)C(C(O))C(=O)"
"C7H7NO11","C(=O)(O)C1(OO)OC1(OO)C(C(ON(=O)(=O)))=CC(=O)"
"C7H8O8","C(=O)(O)C1(OO)OC1(OO)C(C)=CC(=O)"
"C6H8O8","C(=O)(O)C1(OO)OC1(OO)C(C)C(=O)"
"C6H7NO12","C(=O)(O)C1(OO)OC1(OO)C(C)C(=O)(OON(=O)(=O))"
"C6H7NO11","C(=O)(O)C1(OO)OC1(OO)C(ON(=O)(=O))(C)C(=O)"
"C6H7NO12","C(=O)(O)C1(OO)OC1(OO)C(ON(=O)(=O))C(O)C(=O)"
"C6H6N2O16","C(=O)(O)C1(OO)OC1(OO)C(ON(=O)(=O))C(O)C(=O)(OON(=O)(=O))"
"C5H6O10","C(=O)(O)C1(OO)OC1(OO)C(OO)C(=O)"
"C7H5NO13","C(=O)(O)C1(OO)OC1(OO)C=C(C(=O)(OON(=O)(=O)))C(=O)"
"C7H6O9","C(=O)(O)C1(OO)OC1(OO)C=C(C(=O))C(=O)"
"C7H8O8","C(=O)(O)C1(OO)OC1(OO)C=C(C)C(=O)"
"C6H6O9","C(=O)(O)C1(OO)OC1(OO)C=CC(=O)(O)"
"C6H6O10","C(=O)(O)C1(OO)OC1(OO)C=CC(=O)(OO)"
"C5H6O8","C(=O)(O)C1(OO)OC1(OO)CC(=O)"
"C5H6O10","C(=O)(O)C1(OO)OC1(OO)CC(=O)(OO)"
"C5H4O9","C(=O)(O)C1(OO)OC1C(=O)C(=O)(OO)"
"C5H3NO11","C(=O)(O)C1(OO)OC1C(=O)C(=O)(OON(=O)(=O))"
"C6H5NO9","C(=O)(O)C1(OO)OC1C(=O)C(N(=O)(=O))C(=O)"
"C6H6O10","C(=O)(O)C1(OO)OC1C(=O)C(O)C(=O)(OO)"
"C6H5NO10","C(=O)(O)C1(OO)OC1C(=O)C(ON(=O)(=O))C(=O)"
"C5H6O8","C(=O)(O)C1(OO)OC1C(=O)C(OO)"
"C6H5NO11","C(=O)(O)C1(OO)OC1C(=O)CC(=O)(OON(=O)(=O))"
"C6H6O10","C(=O)(O)C1(OO)OC1C(C(=O)(O))C(=O)(OO)"
"C6H5NO12","C(=O)(O)C1(OO)OC1C(C(=O)(O))C(=O)(OON(=O)(=O))"
"C7H6O10","C(=O)(O)C1(OO)OC1C(C(=O)(OO))=CC(=O)(O)"
"C7H5NO11","C(=O)(O)C1(OO)OC1C(C(=O)(OON(=O)(=O)))=CC(=O)"
"C7H5NO12","C(=O)(O)C1(OO)OC1C(C(=O)(OON(=O)(=O)))=CC(=O)(O)"
"C7H8O7","C(=O)(O)C1(OO)OC1C(C(O))=CC(=O)"
"C7H7NO10","C(=O)(O)C1(OO)OC1C(C(ON(=O)(=O)))=CC(=O)(O)"
"C6H6N2O13","C(=O)(O)C1(OO)OC1C(C(ON(=O)(=O)))C(=O)(OON(=O)(=O))"
"C7H8O8","C(=O)(O)C1(OO)OC1C(C(OO))=CC(=O)"
"C6H8O8","C(=O)(O)C1(OO)OC1C(C(OO))C(=O)"
"C6H8O6","C(=O)(O)C1(OO)OC1C(C)C(=O)"
"C6H8O8","C(=O)(O)C1(OO)OC1C(C)C(=O)(OO)"
"C6H6O10","C(=O)(O)C1(OO)OC1C(O)(OO)C(=O)C(=O)"
"C7H7NO13","C(=O)(O)C1(OO)OC1C(O)C(O)C(=O)C(=O)(OON(=O)(=O))"
"C7H9NO10","C(=O)(O)C1(OO)OC1C(O)C(ON(=O)(=O))(C)C(=O)"
"C7H8N2O14","C(=O)(O)C1(OO)OC1C(O)C(ON(=O)(=O))(C)C(=O)(OON(=O)(=O))"
"C6H7NO10","C(=O)(O)C1(OO)OC1C(O)C(ON(=O)(=O))C(=O)"
"C6H7NO12","C(=O)(O)C1(OO)OC1C(O)C(ON(=O)(=O))C(=O)(OO)"
"C6H6N2O14","C(=O)(O)C1(OO)OC1C(O)C(ON(=O)(=O))C(=O)(OON(=O)(=O))"
"C7H10O9","C(=O)(O)C1(OO)OC1C(O)C(OO)(C)C(=O)"
"C7H9NO13","C(=O)(O)C1(OO)OC1C(O)C(OO)(C)C(=O)(OON(=O)(=O))"
"C7H9NO12","C(=O)(O)C1(OO)OC1C(O)C(OO)C(=O)C(ON(=O)(=O))"
"C7H9NO11","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))(C(O))C(O)C(=O)"
"C7H9NO13","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))(C(OO))C(O)C(=O)(O)"
"C6H7NO9","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))(C)C(=O)"
"C6H7NO11","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))(C)C(=O)(OO)"
"C7H9NO10","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))(C)C(O)C(=O)"
"C7H8N2O15","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))(C)C(OO)C(=O)(OON(=O)(=O))"
"C6H5NO10","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))C(=O)C(=O)"
"C6H4N2O14","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))C(=O)C(=O)(OON(=O)(=O))"
"C7H6N2O16","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))C(O)(C(=O)(O))C(=O)(OON(=O)(=O))"
"C7H7NO11","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))C(O)(C(=O))C(=O)"
"C7H9NO10","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))C(O)(C)C(=O)"
"C7H8N2O15","C(=O)(O)C1(OO)OC1C(ON(=O)(=O))C(OO)(C)C(=O)(OON(=O)(=O))"
"C7H8O10","C(=O)(O)C1(OO)OC1C(OO)(C(=O))C(O)C(=O)"
"C6H7NO11","C(=O)(O)C1(OO)OC1C(OO)(C(ON(=O)(=O)))C(=O)"
"C6H8O10","C(=O)(O)C1(OO)OC1C(OO)(C)C(=O)(OO)"
"C7H8O9","C(=O)(O)C1(OO)OC1C(OO)(C)C(=O)C(=O)"
"C7H10O9","C(=O)(O)C1(OO)OC1C(OO)(C)C(O)C(=O)"
"C6H5NO12","C(=O)(O)C1(OO)OC1C(OO)=CC(=O)(OON(=O)(=O))"
"C5H6O10","C(=O)(O)C1(OO)OC1C(OO)C(=O)(OO)"
"C6H6O9","C(=O)(O)C1(OO)OC1C(OO)C(=O)C(=O)"
"C6H7NO11","C(=O)(O)C1(OO)OC1C(OO)C(=O)C(ON(=O)(=O))"
"C7H9NO13","C(=O)(O)C1(OO)OC1C(OO)C(O)(C)C(=O)(OON(=O)(=O))"
"C6H7NO13","C(=O)(O)C1(OO)OC1C(OO)C(O)C(=O)(OON(=O)(=O))"
"C7H9NO12","C(=O)(O)C1(OO)OC1C(OO)C(O)C(=O)C(ON(=O)(=O))"
"C7H8O8","C(=O)(O)C1(OO)OC1C=C(C)C(=O)(OO)"
"C6H6O6","C(=O)(O)C1(OO)OC1C=CC(=O)"
"C7H6O7","C(=O)(O)C1(OO)OC1C=CC(=O)C(=O)"
"C5H4O9","C(=O)(O)C1(OO)OOC(=O)C1(O)C(=O)"
"C5H5NO11","C(=O)(O)C1(OO)OOC(=O)C1(O)C(ON(=O)(=O))"
"C5H5NO11","C(=O)(O)C1(OO)OOC(ON(=O)(=O))C1(O)C(=O)"
"C5H4N2O15","C(=O)(O)C1(OO)OOC(ON(=O)(=O))C1(O)C(=O)(OON(=O)(=O))"
"C5H6O10","C(=O)(O)C1(OO)OOCC1(O)C(=O)(OO)"
"C7H8O9","C(=O)(O)C12C(OO)=CC(OO)C(C1(O))OO2"
"C7H6O7","C(=O)(O)C12CC(=O)C(=O)C(C1(O))OO2"
"C7H8O8","C(=O)(O)C12CC(=O)C(OO)C(C1(O))OO2"
"C7H4O6","C(=O)(O)C12C=CC(=O)C(C1(=O))OO2"
"C7H6O6","C(=O)(O)C12C=CC(=O)C(C1(O))OO2"
"C7H4O7","C(=O)(O)C12C=CC(=O)C(O)(C1(=O))OO2"
"C7H7NO10","C(=O)(O)C12C=CC(OO)C(N(=O)(=O))(C1(O)(O))OO2"
"C7H8O8","C(=O)(O)C12C=CC(OO)C(O)(C1(O))OO2"
"C7H5NO8","C(=O)(O)C12OC1C(N(=O)(=O))C(=O)C(=O)C2(O)"
"C7H4N2O12","C(=O)(O)C12OOC(C1(=O))C(=O)C(ON(=O)(=O))C2(ON(=O)(=O))"
"C7H7NO12","C(=O)(O)C12OOC(C1(=O))C(ON(=O)(=O))C(OO)C2(OO)"
"C7H8O10","C(=O)(O)C12OOC(C1(=O))C(OO)C(O)C2(OO)"
"C7H6N2O13","C(=O)(O)C12OOC(C1(=O))C(OO)C(ON(=O)(=O))C2(ON(=O)(=O))"
"C7H9NO13","C(=O)(O)C12OOC(C1(O)(O))C(ON(=O)(=O))C(OO)C2(OO)"
"C7H9NO13","C(=O)(O)C12OOC(C1(O)(O))C(OO)C(ON(=O)(=O))C2(OO)"
"C7H8O9","C(=O)(O)C12OOC(C1(O))C(=O)C(O)C2(OO)"
"C7H5NO10","C(=O)(O)C12OOC(C1(O))C(ON(=O)(=O))C(=O)C2(=O)"
"C7H9NO12","C(=O)(O)C12OOC(C1(O))C(ON(=O)(=O))C(OO)C2(OO)"
"C7H7NO10","C(=O)(O)C12OOC(C1(O))C(OO)=CC2(ON(=O)(=O))"
"C7H9NO11","C(=O)(O)C12OOC(C1(O))C(OO)C(O)C2(ON(=O)(=O))"
"C7H9NO12","C(=O)(O)C12OOC(C1(O))C(OO)C(ON(=O)(=O))C2(OO)"
"C7H8O8","C(=O)(O)C12OOC(C1(O))CC(=O)C2(OO)"
"C7H8O7","C(=O)(O)C12OOC(C1(O))C=CC2(OO)"
"C7H6N2O11","C(=O)(O)C12OOC(N(=O)(=O))(C1(O)(O))C=CC2(ON(=O)(=O))"
"C7H7NO10","C(=O)(O)C12OOC(N(=O)(=O))(C1(O)(O))C=CC2(OO)"
"C7H8O9","C(=O)(O)C12OOC(O)(C1(O)(O))C=CC2(OO)"
"C7H8N2O13","C(=O)(O)C12OOC(O)(C1(O))C(ON(=O)(=O))C(O)C2(ON(=O)(=O))"
"C7H9NO12","C(=O)(O)C12OOC(O)(C1(O))C(OO)C(O)C2(ON(=O)(=O))"
"C7H7NO9","C(=O)(O)C12OOC(O)(C1(O))C=CC2(ON(=O)(=O))"
"C7H6O8","C(=O)(O)C1=C(OO)C(=O)C(C2(O))OOC12"
"C7H5NO9","C(=O)(O)C1=CC(=O)C(O)(C2(O)(N(=O)(=O)))OOC12"
"C7H6O7","C(=O)(O)C1=CC(=O)C(O)(C2(O))OOC12"
"C8H11NO6","C(=O)(O)C1C(=O)C(C(ON(=O)(=O)))C1(C)C"
"C10H13NO9","C(=O)(O)C1C(ON(=O)(=O))(C)C(=O)CC(=O)C1(C)C(OO)"
"C8H11NO6","C(=O)(O)C1C(ON(=O)(=O))C(C(=O))C1(C)C"
"C10H14N2O14","C(=O)(O)C1C(ON(=O)(=O))C(C(OO)(C)C(=O)(OON(=O)(=O)))OOC1(C)C"
"C9H12N2O11","C(=O)(O)C1C(ON(=O)(=O))C(ON(=O)(=O))(C(=O)C)C1(C)C(OO)"
"C7H8N2O12","C(=O)(O)C1C(ON(=O)(=O))C(OO)C1(C)C(=O)(OON(=O)(=O))"
"C7H10N2O10","C(=O)(O)C1C(ON(=O)(=O))C(OO)C1(C)C(ON(=O)(=O))"
"C7H11NO9","C(=O)(O)C1C(ON(=O)(=O))C(OO)C1(C)C(OO)"
"C7H9NO8","C(=O)(O)C1C(OO)C(=O)C1(C)C(ON(=O)(=O))"
"C9H13NO10","C(=O)(O)C1C(OO)C(C(=O)C)OOC1(C)C(ON(=O)(=O))"
"C7H10N2O10","C(=O)(O)C1C(OO)C(ON(=O)(=O))C1(C)C(ON(=O)(=O))"
"C7H9NO8","C(=O)(O)C1CC(=O)C1(C(ON(=O)(=O)))C(OO)"
"C8H12O5","C(=O)(O)C1CC(C(=O)(OO))C1(C)C"
"C8H13NO5","C(=O)(O)C1CC(C(ON(=O)(=O)))C1(C)C"
"C8H12N2O8","C(=O)(O)C1CC(C(ON(=O)(=O)))C1(C)C(ON(=O)(=O))"
"C9H12N2O9","C(=O)(O)C1CC(ON(=O)(=O))(C(=O)C)C1(C)C(ON(=O)(=O))"
"C10H15NO9","C(=O)(O)C1CC(ON(=O)(=O))(C1(C)C)C(O)(C)C(=O)(OO)"
"C10H14N2O9","C(=O)(O)C1CC(ON(=O)(=O))(C1(C)C)C(ON(=O)(=O))(C)C(=O)"
"C10H14N2O12","C(=O)(O)C1CC(ON(=O)(=O))(C1(C)C)C(OO)(C)C(=O)(OON(=O)(=O))"
"C9H13NO6","C(=O)(O)C1CC(ON(=O)(=O))(C1(C)C)CC(=O)"
"C9H13NO8","C(=O)(O)C1CC(ON(=O)(=O))(C1(C)C)CC(=O)(OO)"
"C7H8N2O12","C(=O)(O)C1CC(ON(=O)(=O))C1(C(OO))C(=O)(OON(=O)(=O))"
"C7H9NO6","C(=O)(O)C1CC(ON(=O)(=O))C1(C)C(=O)"
"C7H11NO7","C(=O)(O)C1CC(ON(=O)(=O))C1(C)C(OO)"
"C8H12O7","C(=O)(O)C1CC(OO)(C(=O)(OO))C1(C)C"
"C7H9NO8","C(=O)(O)C1CC(OO)(C(=O))C1(ON(=O)(=O))C"
"C8H13NO7","C(=O)(O)C1CC(OO)(C)C1(C)C(ON(=O)(=O))"
"C10H16O8","C(=O)(O)C1CC(OO)(C1(C)C)C(O)(C)C(=O)(OO)"
"C10H15NO10","C(=O)(O)C1CC(OO)(C1(C)C)C(O)(C)C(=O)(OON(=O)(=O))"
"C10H16O7","C(=O)(O)C1CC(OO)(C1(C)C)C(OO)(C)C(=O)"
"C10H16O9","C(=O)(O)C1CC(OO)(C1(C)C)C(OO)(C)C(=O)(OO)"
"C10H15NO11","C(=O)(O)C1CC(OO)(C1(C)C)C(OO)(C)C(=O)(OON(=O)(=O))"
"C9H13NO9","C(=O)(O)C1CC(OO)(C1(C)C)CC(=O)(OON(=O)(=O))"
"C5H4O6","C(=O)(O)C1OC1(C(=O)(O))C(=O)"
"C5H5NO8","C(=O)(O)C1OC1(C(=O)(O))C(ON(=O)(=O))"
"C6H6O6","C(=O)(O)C1OC1(C(=O)(O))CC(=O)"
"C6H5NO10","C(=O)(O)C1OC1(C(=O)(O))CC(=O)(OON(=O)(=O))"
"C5H4O7","C(=O)(O)C1OC1(C(=O)(OO))C(=O)"
"C6H6O9","C(=O)(O)C1OC1(C(=O)(OO))CC(=O)(OO)"
"C5H2N2O13","C(=O)(O)C1OC1(C(=O)(OON(=O)(=O)))C(=O)(OON(=O)(=O))"
"C6H5NO10","C(=O)(O)C1OC1(C(=O)(OON(=O)(=O)))C(=O)C(O)"
"C7H5NO11","C(=O)(O)C1OC1(C(=O)(OON(=O)(=O)))C(=O)C(O)C(=O)"
"C7H6N2O13","C(=O)(O)C1OC1(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))C(O)C(=O)"
"C7H5NO9","C(=O)(O)C1OC1(C(=O)(OON(=O)(=O)))C=CC(=O)"
"C6H4O6","C(=O)(O)C1OC1(C(=O))C(=O)C(=O)"
"C6H6O7","C(=O)(O)C1OC1(C(=O))C(=O)C(OO)"
"C6H8O6","C(=O)(O)C1OC1(C(O))C(O)C(=O)"
"C7H7NO9","C(=O)(O)C1OC1(C(O))C=C(N(=O)(=O))C(=O)(OO)"
"C6H5NO8","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(=O)C(=O)"
"C7H7NO9","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(=O)C(O)C(=O)"
"C7H6N2O13","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(=O)C(O)C(=O)(OON(=O)(=O))"
"C6H7NO9","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(=O)C(OO)"
"C7H8N2O13","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(O)C(ON(=O)(=O))C(=O)(OO)"
"C7H7NO11","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(OO)=CC(=O)(OO)"
"C6H7NO9","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(OO)C(=O)"
"C7H9NO12","C(=O)(O)C1OC1(C(ON(=O)(=O)))C(OO)C(O)C(=O)(OO)"
"C7H8O8","C(=O)(O)C1OC1(C(OO))C(=O)C(O)C(=O)"
"C7H7NO11","C(=O)(O)C1OC1(C(OO))C(=O)CC(=O)(OON(=O)(=O))"
"C7H9NO12","C(=O)(O)C1OC1(C(OO))C(ON(=O)(=O))C(O)(OO)C(=O)"
"C7H9NO12","C(=O)(O)C1OC1(C(OO))C(ON(=O)(=O))C(O)C(=O)(OO)"
"C7H9NO13","C(=O)(O)C1OC1(C(OO))C(OO)C(O)C(=O)(OON(=O)(=O))"
"C6H6O6","C(=O)(O)C1OC1(C(OO))C=C(=O)"
"C7H8O6","C(=O)(O)C1OC1(C(OO))C=CC(=O)"
"C6H6O5","C(=O)(O)C1OC1(C)C(=O)C(=O)"
"C7H7NO7","C(=O)(O)C1OC1(C)C(=O)C(N(=O)(=O))C(=O)"
"C7H7NO8","C(=O)(O)C1OC1(C)C(=O)C(O)(N(=O)(=O))C(=O)"
"C7H8O7","C(=O)(O)C1OC1(C)C(=O)C(OO)C(=O)"
"C6H8O7","C(=O)(O)C1OC1(C)C(O)C(=O)(OO)"
"C7H10O7","C(=O)(O)C1OC1(C)C(O)C(OO)C(=O)"
"C6H7NO7","C(=O)(O)C1OC1(C)C(ON(=O)(=O))C(=O)"
"C6H7NO9","C(=O)(O)C1OC1(C)C(ON(=O)(=O))C(=O)(OO)"
"C7H6N2O12","C(=O)(O)C1OC1(C)C(ON(=O)(=O))C(=O)C(=O)(OON(=O)(=O))"
"C7H8N2O12","C(=O)(O)C1OC1(C)C(ON(=O)(=O))C(O)C(=O)(OON(=O)(=O))"
